survey_date,stations_surveyed,petrojam_ref_90,retail_avg_87,retail_avg_90,retail_avg_diesel,markup_avg_87,markup_avg_90,markup_avg_diesel,markup_min_90,markup_max_90
2026-06-22,15,201.08,224.22,237.5,257.52,30.59,36.42,45.52,15.22,69.22
